rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,17,6775,2021-02-17
2,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,2,3,17,4976,2021-02-17
3,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,2,17,4809,2021-02-17
4,spotify:track:249gnXrbfmV8NG6jTEMSwD,BTS,Life Goes On,BIGHIT MUSIC,2,4,17,4471,2021-02-17
5,spotify:track:1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,Warner Records,5,5,6,4128,2021-02-17
6,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,6,6,17,3981,2021-02-17
7,spotify:track:4Ws314Ylb27BVsvlZOy30C,BLACKPINK,Lovesick Girls,YG Entertainment/Interscope Records,2,7,17,3918,2021-02-17
8,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,6,9,17,3681,2021-02-17
9,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,Republic Records,9,10,17,3601,2021-02-17
10,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,Atlantic Records,9,11,13,3459,2021-02-17
11,spotify:track:31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,RBMG/Def Jam,11,14,17,3129,2021-02-17
12,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,12,13,17,3067,2021-02-17
13,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,Top Dawg Entertainment/RCA Records,12,12,17,2954,2021-02-17
14,spotify:track:2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,Atlantic Records,11,15,17,2831,2021-02-17
15,spotify:track:4SFknyjLcyTLJFPKD2m96o,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,5,17,17,2759,2021-02-17
16,spotify:track:7wDVvxMUdW5MtJUqFtuXUz,CHUNG HA,Bicycle,MNH ENTERTAINMENT,16,16,3,2743,2021-02-17
17,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,16,18,17,2721,2021-02-17
18,spotify:track:7Igh1mqghlHz5dimfQV85G,"MIRANI, Munchman, Khundi Panda, MUSHVENOM, GroovyRoom, JUSTHIS",VVS (Feat. JUSTHIS) (Prod. GroovyRoom),Genie Music Corporation,5,20,17,2651,2021-02-17
19,spotify:track:5KawlOMHjWeUjQtnuRs22c,"BTS, Halsey",Boy With Luv (feat. Halsey),BIGHIT MUSIC,5,19,17,2590,2021-02-17
20,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,"Lil Tjay, 6LACK",Calling My Phone,Columbia,20,22,6,2487,2021-02-17
21,spotify:track:0n2moJpAEWHwaPYYjkzMDl,BTS,Blue & Grey,BIGHIT MUSIC,3,21,17,2297,2021-02-17
22,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),ICY/Warner Records,22,25,17,2289,2021-02-17
23,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,23,32,17,2206,2021-02-17
24,spotify:track:3apeXzypBMnUfYcZYNX6DH,TWICE,I CAN'T STOP ME,Republic Records - TWICE,16,27,17,2150,2021-02-17
25,spotify:track:1t2qYCAjUAoGfeFeoBlK51,aespa,Black Mamba,SM Entertainment,9,28,17,2149,2021-02-17
26,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,23,23,17,2130,2021-02-17
27,spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,KANGDANIEL,PARANOIA,KONNECT Ent.,27,51,2,2126,2021-02-17
28,spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),Shawn Mendes LP4-5 PS/ Island,25,29,17,2086,2021-02-17
29,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,IZ*ONE,Panorama,"OFF THE RECORD Entertainment, SWING Entertainment",15,30,17,2045,2021-02-17
30,spotify:track:3CeCwYWvdfXbZLXFhBrbnf,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,10,26,6,2033,2021-02-17
31,spotify:track:5FiXhM80sP4yg6tEnHkZZn,i-dle,HWAA,Universal Music LLC,31,47,9,2021,2021-02-17
32,spotify:track:2etvRAUH3Q7HrI0JFF9z9p,NCT 127,gimme gimme,avex trax,20,24,4,2020,2021-02-17
33,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,33,37,17,2004,2021-02-17
34,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,25,33,17,1983,2021-02-17
35,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,31,34,17,1982,2021-02-17
36,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,24,39,17,1966,2021-02-17
37,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,35,41,17,1965,2021-02-17
38,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,31,15,1963,2021-02-17
39,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,31,35,17,1949,2021-02-17
40,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,40,45,17,1935,2021-02-17
41,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,32,44,17,1934,2021-02-17
42,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,40,40,17,1914,2021-02-17
43,spotify:track:4JUPEh2DVSXFGExu4Uxevz,"BLACKPINK, Selena Gomez",Ice Cream (with Selena Gomez),YG Entertainment/Interscope Records,23,52,17,1914,2021-02-17
44,spotify:track:3QH8rQGNFX8VLbCgZ7uPTS,BTS,Fly To My Room,BIGHIT MUSIC,4,36,17,1882,2021-02-17
45,spotify:track:3ndCsZfq8OVwwkz9mmZvUz,BTS,Stay,BIGHIT MUSIC,7,43,17,1867,2021-02-17
46,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,35,53,17,1849,2021-02-17
47,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,"Marshmello, Halsey",Be Kind (with Halsey),Astralwerks,47,48,17,1840,2021-02-17
48,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,TAEYEON,What Do I Call You,SM Entertainment,27,50,17,1827,2021-02-17
49,spotify:track:53BHUFdQphHiZUUG3nx9zn,AJR,Bang!,Black Butter,39,54,17,1821,2021-02-17
50,spotify:track:1XnpzbOGptRwfJhZgLbmSr,BLACKPINK,Pretty Savage,YG Entertainment/Interscope Records,22,42,17,1804,2021-02-17
51,spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne,BTS,Telepathy,BIGHIT MUSIC,9,46,17,1796,2021-02-17
52,spotify:track:4vZifMplxq0jttNnhlkoYh,NCT 127,First Love,avex trax,44,67,12,1775,2021-02-17
53,spotify:track:0D75ciM842cdUMKSMfAR9y,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,41,49,17,1755,2021-02-17
54,spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),RBMG/Def Jam,43,57,17,1748,2021-02-17
55,spotify:track:3CYH422oy1cZNoo0GTG1TK,Red Velvet,Psycho,SM Entertainment,27,56,17,1725,2021-02-17
56,spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",36,38,17,1723,2021-02-17
57,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,50,55,17,1717,2021-02-17
58,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,58,17,1702,2021-02-17
59,spotify:track:3cbLHmmEPvTgHKvl53WYiy,BTS,ON,BIGHIT MUSIC,8,59,17,1702,2021-02-17
60,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,59,66,17,1679,2021-02-17
61,spotify:track:5vGLcdRuSbUhD8ScwsGSdA,CJ,Whoopty,CJ Music Group/T-Series,56,62,15,1658,2021-02-17
62,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,40,63,17,1657,2021-02-17
63,spotify:track:7K31QxS2DmTBxdYldd8yqf,"lIlBOI, GIRIBOY, BIG Naughty","Tomorrow (Feat. GIRIBOY, BIG Naughty)",Stone Music Entertainment,22,61,17,1653,2021-02-17
64,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,36,60,17,1645,2021-02-17
65,spotify:track:06eq0M1eZRcIIRfx6d00nu,CHANGMO,METEOR,"Genie Music Corporation, Stone Music Entertainment",26,71,17,1623,2021-02-17
66,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,41,65,17,1601,2021-02-17
67,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),67,75,7,1578,2021-02-17
68,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,59,72,17,1560,2021-02-17
69,spotify:track:4TgxFMOn5yoESW6zCidCXL,"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed – Siren Beat) [BTS Remix],Columbia,36,78,17,1552,2021-02-17
70,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,55,82,17,1550,2021-02-17
71,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,68,68,15,1547,2021-02-17
72,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,80,17,1538,2021-02-17
73,spotify:track:4ecVWqbtW6phQGpZMAyqIU,ITZY,Not Shy,Republic Records - ITZY,29,64,17,1520,2021-02-17
74,spotify:track:39EXZNMxb4RBHlRjnRaOKp,V,Sweet Night,(주)블렌딩,32,70,17,1515,2021-02-17
75,spotify:track:31LHplV8BL8F0Uu9YbvTAY,"Epik High, CL, ZICO","Rosario (Feat. CL, ZICO)",OURS Co.,43,81,13,1511,2021-02-17
76,spotify:track:1ayaOin9hxCtyhg4UsBTpg,NCT 127,Kick It,SM Entertainment,67,124,13,1506,2021-02-17
77,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,77,103,17,1482,2021-02-17
78,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,Republic Records,68,74,17,1474,2021-02-17
79,spotify:track:0hqj5JBnFt1BHEz2UCFwrl,AKMU,"How can I love the heartbreak, you're the one I love",YG Entertainment,33,69,17,1468,2021-02-17
80,spotify:track:13On7DYsJ3IrWxBWuOwM8t,Yerin Baek,Square (2017),Blue Vinyl,51,79,17,1458,2021-02-17
81,spotify:track:4umIPjkehX1r7uhmGvXiSV,"Justin Bieber, Quavo",Intentions (feat. Quavo),RBMG/Def Jam,76,90,17,1455,2021-02-17
82,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,82,91,13,1453,2021-02-17
83,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,83,94,17,1450,2021-02-17
84,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,58,89,16,1438,2021-02-17
85,spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,55,87,17,1428,2021-02-17
86,spotify:track:6FdShjf7nA2cqEnpv1tIia,NCT U,Make A Wish (Birthday Song),SM Entertainment,28,95,17,1425,2021-02-17
87,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,69,93,16,1420,2021-02-17
88,spotify:track:0JL7DoEqAUcOntWmBuOSdh,"LeeHi, Crush",For You,AOMG,45,76,17,1418,2021-02-17
89,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,74,77,17,1409,2021-02-17
90,spotify:track:4vjpLMyL3ZO6aphdYr8XYw,"Lauv, Troye Sivan",i'm so tired...,Lauv,78,85,17,1405,2021-02-17
91,spotify:track:5yVdSyfWGh8EvolcR2fGFU,BTS,Filter,BIGHIT MUSIC,13,104,17,1404,2021-02-17
92,spotify:track:2dkFOWqyiVFS3xsQUEdBJG,BTS,Friends,BIGHIT MUSIC,15,88,17,1401,2021-02-17
93,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,"MAX, SUGA",Blueberry Eyes (feat. SUGA of BTS),Colour Vision Records/Sony Music Entertainment,71,86,17,1400,2021-02-17
94,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),Arista Records,73,73,17,1397,2021-02-17
95,spotify:track:6mzkkz2p0Nyyp43Eedv4mS,HOMIES,Siren,G.M.S.P,95,144,14,1392,2021-02-17
96,spotify:track:1GkHyypTFkUf0QQKwYoXH4,"benny blanco, Marshmello, Vance Joy",You (with Marshmello & Vance Joy),Interscope / Friends Keep Secrets / Joytime Collective,84,84,17,1385,2021-02-17
97,spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),Friends Keep Secrets/Def Jam Recordings/Interscope Records,97,113,11,1376,2021-02-17
98,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,GIVĒON,Heartbreak Anniversary,Epic/Not So Fast,98,114,3,1371,2021-02-17
99,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,81,106,17,1369,2021-02-17
100,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,Lauv,48,83,17,1368,2021-02-17
101,spotify:track:03B2SfXuvDh1m9F4tqrX07,Sabrina Carpenter,Skin,Island Records,77,98,17,1366,2021-02-17
102,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,100,102,10,1360,2021-02-17
103,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,76,100,17,1348,2021-02-17
104,spotify:track:3promGTTwsn1N5D6RzaFMV,JESSIA,I'm not Pretty,Artist Driven Records / Republic Records,104,128,9,1330,2021-02-17
105,spotify:track:1IxRQtd8jH3mqXgeKWd8LY,NCT 127,Chica Bom Bom,avex trax,105,-1,1,1329,2021-02-17
106,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,106,121,8,1326,2021-02-17
107,spotify:track:3jjBPF4NDMCU51psU8JPpR,"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Republic Records,92,92,10,1321,2021-02-17
108,spotify:track:7I852DAoPFlTOItjv6BBz8,NCT 127,Lipstick,avex trax,108,-1,1,1318,2021-02-17
109,spotify:track:7iAgNZdotu40NwtoIWJHFe,"BLACKPINK, Cardi B",Bet You Wanna (feat. Cardi B),YG Entertainment/Interscope Records,56,127,17,1307,2021-02-17
110,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,92,96,14,1306,2021-02-17
111,spotify:track:2lHmx4nJOTGHx2PkEFMADF,"lIlBOI, YUMDDA, GIRIBOY, Zion.T","CREDIT (Feat. YUMDDA, GIRIBOY, Zion.T)",Stone Music Entertainment,57,99,17,1302,2021-02-17
112,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,92,115,16,1301,2021-02-17
113,spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),OVO,113,131,9,1297,2021-02-17
114,spotify:track:0742PcMPo2Akmo4vHC29VZ,"Jeremy Zucker, Chelsea Cutler",this is how you fall in love,Republic Records,105,132,12,1297,2021-02-17
115,spotify:track:5xFoqABWVj4FIAf7vQX8FN,BTS,Spring Day,BIGHIT MUSIC,27,119,17,1286,2021-02-17
116,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,92,118,12,1277,2021-02-17
117,spotify:track:7ponpZK0XGUBj5ds9OCWyl,NCT 127,Right Now,avex trax,117,-1,1,1272,2021-02-17
118,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,118,130,9,1270,2021-02-17
119,spotify:track:32dX0j8hzoztvO4ZXIblbX,BTS,My Time,BIGHIT MUSIC,20,133,17,1270,2021-02-17
120,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,86,109,10,1265,2021-02-17
121,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,OH MY GIRL,Dolphin,WM ENTERTAINMENT INC.,70,117,17,1259,2021-02-17
122,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,122,148,8,1257,2021-02-17
123,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,103,108,14,1248,2021-02-17
124,spotify:track:7Acvy2L38SCipAeMPOK8Ro,LeeHi,HOLO,"Genie Music Corporation, Stone Music Entertainment",57,110,17,1246,2021-02-17
125,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,80,126,15,1233,2021-02-17
126,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,BTS,Mikrokosmos,BIGHIT MUSIC,18,111,17,1232,2021-02-17
127,spotify:track:0cSkn2l67csUljEy0EEBPn,LiSA,炎,Sony Music Labels Inc.,120,120,11,1223,2021-02-17
128,spotify:track:6hvczQ05jc1yGlp9zhb95V,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",66,116,13,1219,2021-02-17
129,spotify:track:1d8Arh7PushRWWJRs41rSa,"CHUNG HA, R3HAB",Dream of You (with R3hab),MNH ENTERTAINMENT,97,97,3,1216,2021-02-17
130,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,BTS,DNA,BIGHIT MUSIC,35,137,16,1214,2021-02-17
131,spotify:track:64EDGnUytmCV7TfOo67810,NCT U,90's Love,SM Entertainment,39,105,17,1212,2021-02-17
132,spotify:track:05ABOPiW13nqIedJfqmfPM,Tate McRae,rubberband,RCA Records Label,107,107,7,1210,2021-02-17
133,spotify:track:1YlulsUKDduOmC7WxvXYPW,Ruel,Painkiller,RCA Records Label,98,134,14,1204,2021-02-17
134,spotify:track:41CgzGD7xlgnJe14R4cqkL,Lauv,Paris in the Rain,Lauv,86,112,15,1193,2021-02-17
135,spotify:track:4TaJlCXAkv1WKYODXmq75b,BTS,Black Swan,BIGHIT MUSIC,30,136,17,1181,2021-02-17
136,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,60,123,17,1169,2021-02-17
137,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,Republic Records,77,122,9,1163,2021-02-17
138,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,112,139,16,1155,2021-02-17
139,spotify:track:2woXriAP3J52r5KlutnKzr,Jang Beom June,Your Shampoo Scent In The Flowers,"Genie Music Corporation, Stone Music Entertainment",65,135,16,1150,2021-02-17
140,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,RBMG/Def Jam,104,141,16,1141,2021-02-17
141,spotify:track:4lFT5k1oh0tqa8HX6N2HC5,BTS,00:00 (Zero O’Clock),BIGHIT MUSIC,47,147,14,1137,2021-02-17
142,spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,Jonas Brothers Recording,118,150,16,1127,2021-02-17
143,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"mgk, blackbear",my ex's best friend (with blackbear),Bad Boy/Interscope Records,125,125,9,1126,2021-02-17
144,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,129,143,16,1125,2021-02-17
145,spotify:track:22ryCgQttpV7oCrn7llGRu,BTS,Magic Shop,BIGHIT MUSIC,41,138,15,1110,2021-02-17
146,spotify:track:3b80IqPWhMgFA4RXFQLpFz,"MIRANI, GroovyRoom, pH-1, HAON","Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",Stone Music Entertainment,77,164,16,1106,2021-02-17
147,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,夜に駆ける,YOASOBI,129,155,9,1105,2021-02-17
148,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,"Ed Sheeran & Justin Bieber, Justin Bieber",I Don't Care (with Justin Bieber),Atlantic Records UK,115,146,16,1104,2021-02-17
149,spotify:track:4kIpBfvK44bxqX7zo8K1oP,Gaho,시작,(주)블렌딩,81,154,16,1098,2021-02-17
150,spotify:track:4ejQlM2w2X2AJqWYcMyNVm,Pink Sweat$,Heaven,Atlantic Records,150,-1,1,1096,2021-02-17
151,spotify:track:3aW0ds4A4tSQDIp75FqWTo,BTS,FAKE LOVE,BIGHIT MUSIC,41,161,14,1096,2021-02-17
152,spotify:track:0GISuIGiksexkuD4krw6PN,BTS,Inner Child,BIGHIT MUSIC,63,156,16,1093,2021-02-17
153,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,153,157,9,1082,2021-02-17
154,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,108,129,9,1075,2021-02-17
155,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,121,140,9,1074,2021-02-17
156,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),139,181,9,1072,2021-02-17
157,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,147,159,9,1070,2021-02-17
158,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,"The Weeknd, Daft Punk",I Feel It Coming,Universal Republic Records,109,149,10,1070,2021-02-17
159,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",Republic Records,145,166,7,1069,2021-02-17
160,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,160,174,5,1068,2021-02-17
161,spotify:track:0JQHGu03YJikcND4SENdiW,TOMORROW X TOGETHER,Blue Hour,Republic Records - TXT,145,151,3,1066,2021-02-17
162,spotify:track:0eeeyCAGnGZInPtpkdYiPa,BTS,Jamais Vu,BIGHIT MUSIC,24,145,14,1061,2021-02-17
163,spotify:track:6ZuahEctZD6w75peme58hm,Shawn Mendes,Wonder,Shawn Mendes LP4-5 PS/ Island,159,170,6,1060,2021-02-17
164,spotify:track:0osvOdeD3YXZiWkT8MKolJ,"Jason Derulo, Adam Levine",Lifestyle (feat. Adam Levine),"Future History/Artist Partner Group, Inc.",152,152,5,1057,2021-02-17
165,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,YG Entertainment,125,179,13,1055,2021-02-17
166,spotify:track:6tCssnvTUREcperDOUTqvA,ITZY,WANNABE,Republic Records - ITZY,92,153,16,1054,2021-02-17
167,spotify:track:5cQB9fbuQCz4muQUFkv3rR,BTS,Serendipity (Full Length Edition),BIGHIT MUSIC,56,-1,10,1047,2021-02-17
168,spotify:track:5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,Artist Partner,153,175,10,1040,2021-02-17
169,spotify:track:3xgT3xIlFGqZjYW9QlhJWp,"Sam Smith, Normani",Dancing With A Stranger (with Normani),PLG - Capitol,169,172,3,1035,2021-02-17
170,spotify:track:4lQsB3ERTWSNaAN1IkuNRl,BLACKPINK,DDU-DU DDU-DU,"2018 YG Entertainment, distributed through Interscope Records",115,169,16,1030,2021-02-17
171,spotify:track:3Ml2s37uS9jqRM2R3bfDiB,Paul Kim,"Every day, Every Moment",SM Entertainment,71,171,15,1025,2021-02-17
172,spotify:track:4IvuPZogXbY7LODs7qzr0W,"Surf Mesa, Madison Beer",Carried Away (Love To Love) (with Madison Beer),Astralwerks,165,165,2,1020,2021-02-17
173,spotify:track:26YNVqHuwAPeBVfDscTPds,aespa,Forever (약속),SM Entertainment,87,160,13,1017,2021-02-17
174,spotify:track:1KixkQVDUHggZMU9dUobgm,Ava Max,My Head & My Heart,Atlantic Records,174,180,2,1015,2021-02-17
175,spotify:track:6zFMeegAMYQo0mt8rXtrli,Lil Nas X,HOLIDAY,Columbia,135,178,6,1013,2021-02-17
176,spotify:track:2qG81jL9UIP54uS8gYyP4k,"Lauv, BTS",Who,Lauv,109,-1,13,1009,2021-02-17
177,spotify:track:0s26En1JoJhVj32vizElpA,Lauv,Feelings,Lauv,177,-1,1,1009,2021-02-17
178,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,141,187,11,1008,2021-02-17
179,spotify:track:0PoAZ7SLFpqpYR9LSCYAo8,TWICE,CRY FOR ME,Republic Records - TWICE,95,163,17,1003,2021-02-17
